id,category,original-instruction,original-context,original-response,new-instruction,new-context,new-response,external_id
10826,information_extraction,Extract the areas of science using differential equations in this text in an alphabetically ordered list.,"A differential equation is a mathematical equation for an unknown function of one or several variables that relates the values of the function itself and its derivatives of various orders. Differential equations play a prominent role in engineering, physics, economics, biology, and other disciplines.

Differential equations arise in many areas of science and technology, specifically whenever a deterministic relation involving some continuously varying quantities (modelled by functions) and their rates of change in space or time (expressed as derivatives) is known or postulated. This is illustrated in classical mechanics, where the motion of a body is described by its position and velocity as the time value varies. Newton's laws allow one (given the position, velocity, acceleration and various forces acting on the body) to express these variables dynamically as a differential equation for the unknown position of the body as a function of time. In some cases, this differential equation (called an equation of motion) may be solved explicitly.","Here is a list of alphabetically sorted applications of differential equations:
- Biology
- Economics
- Engineering
- Physics","{'user_id': array([None], dtype=object), 'value': array(['Extract the areas of science using differential equations in this text in an alphabetically ordered list.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""A differential equation is a mathematical equation for an unknown function of one or several variables that relates the values of the function itself and its derivatives of various orders. Differential equations play a prominent role in engineering, physics, economics, biology, and other disciplines.\n\nDifferential equations arise in many areas of science and technology, specifically whenever a deterministic relation involving some continuously varying quantities (modelled by functions) and their rates of change in space or time (expressed as derivatives) is known or postulated. This is illustrated in classical mechanics, where the motion of a body is described by its position and velocity as the time value varies. Newton's laws allow one (given the position, velocity, acceleration and various forces acting on the body) to express these variables dynamically as a differential equation for the unknown position of the body as a function of time. In some cases, this differential equation (called an equation of motion) may be solved explicitly.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Here is a list of alphabetically sorted applications of differential equations:\n- Biology\n- Economics\n- Engineering\n- Physics'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
12408,information_extraction,Which amendment to the US constitution protects the rights of its citizens to own shotguns?,"No.	Subject	Ratification[10][11]
Proposed	Completed	Time span
1st[12]	Protects freedom of religion, freedom of speech, freedom of the press, freedom of assembly and the right to petition the government.	September 25, 1789	December 15, 1791	2 years, 81 days
2nd[13]	Protects the right to keep and bear arms	September 25, 1789	December 15, 1791	2 years, 81 days
3rd[14]	Restricts the quartering of soldiers in private homes	September 25, 1789	December 15, 1791	2 years, 81 days
4th[15]	Prohibits unreasonable searches and seizures and sets out requirements for search warrants based on probable cause	September 25, 1789	December 15, 1791	2 years, 81 days
5th[16]	Sets out rules for indictment by grand jury and eminent domain, protects the right to due process, and prohibits self-incrimination and double jeopardy	September 25, 1789	December 15, 1791	2 years, 81 days
6th[17]	Protects the right to a speedy public trial by jury, to notification of criminal accusations, to confront the accuser, to obtain witnesses and to retain counsel	September 25, 1789	December 15, 1791	2 years, 81 days
7th[18]	Provides for the right to a jury trial in civil lawsuits	September 25, 1789	December 15, 1791	2 years, 81 days
8th[19]	Prohibits excessive fines and excessive bail, as well as cruel and unusual punishment	September 25, 1789	December 15, 1791	2 years, 81 days
9th[20]	States that rights not enumerated in the Constitution are retained by the people	September 25, 1789	December 15, 1791	2 years, 81 days
10th[21]	States that the federal government possesses only those powers delegated, or enumerated, to it through the Constitution, and that all other powers are reserved to the States, or to the people.	September 25, 1789	December 15, 1791	2 years, 81 days
11th	Makes states immune from suits from out-of-state citizens and foreigners not living within the state borders; lays the foundation for state sovereign immunity	March 4, 1794	February 7, 1795	340 days
12th	Revises presidential election procedures by having the president and vice president elected together as opposed to the vice president being the runner up in the presidential election	December 9, 1803	June 15, 1804	189 days
13th	Abolishes slavery, and involuntary servitude, except as punishment for a crime	January 31, 1865	December 6, 1865	309 days
14th	Defines citizenship, contains the Privileges or Immunities Clause, the Due Process Clause, and the Equal Protection Clause, and deals with post–Civil War issues	June 13, 1866	July 9, 1868	2 years, 26 days
15th	Prohibits the denial of the right to vote based on race, color or previous condition of servitude	February 26, 1869	February 3, 1870	342 days
16th	Permits Congress to levy an income tax without apportioning it among the various states or basing it on the United States Census	July 12, 1909	February 3, 1913	3 years, 206 days
17th	Establishes the direct election of United States senators by popular vote	May 13, 1912	April 8, 1913	330 days
18th	Prohibited the manufacturing or sale of alcohol within the United States
(Repealed December 5, 1933, via the 21st Amendment)	December 18, 1917	January 16, 1919	1 year, 29 days
19th	Prohibits the denial of the right to vote based on sex	June 4, 1919	August 18, 1920	1 year, 75 days
20th	Changes the dates on which the terms of the president and vice president, and of members of Congress, begin and end, to January 20 and January 3 respectively. States that if the president-elect dies before taking office, the vice president–elect is to be inaugurated as President.	March 2, 1932	January 23, 1933	327 days
21st[22]	Repeals the 18th Amendment and makes it a federal offense to transport or import intoxicating liquors into U.S. states and territories where such is prohibited by law	February 20, 1933	December 5, 1933	288 days
22nd[23]	Limits the number of times a person can be elected president.	March 21, 1947	February 27, 1951	3 years, 343 days
23rd[24]	Grants the District of Columbia electors in the Electoral College	June 16, 1960	March 29, 1961	286 days
24th	Prohibits the revocation of voting rights due to the non-payment of a poll tax or any other tax	September 14, 1962	January 23, 1964	1 year, 131 days
25th	Addresses succession to the presidency and establishes procedures both for filling a vacancy in the office of the vice president and responding to presidential disabilities	July 6, 1965	February 10, 1967	1 year, 219 days
26th	Prohibits the denial of the right of US citizens, 18 years of age or older, to vote on account of age	March 23, 1971	July 1, 1971	100 days
27th	Delays laws affecting Congressional salary from taking effect until after the next election of representatives	September 25, 1789	May 7, 1992	202 years, 223 days",The Second Amendment (Amendment II) to the US Constitution protects the right to keep and bear arms.,"{'user_id': array([None], dtype=object), 'value': array(['Which amendment to the US constitution protects the rights of its citizens to own shotguns?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['No.\tSubject\tRatification\nProposed\tCompleted\tTime span\n1st\tProtects freedom of religion, freedom of speech, freedom of the press, freedom of assembly and the right to petition the government.\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n2nd\tProtects the right to keep and bear arms\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n3rd\tRestricts the quartering of soldiers in private homes\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n4th\tProhibits unreasonable searches and seizures and sets out requirements for search warrants based on probable cause\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n5th\tSets out rules for indictment by grand jury and eminent domain, protects the right to due process, and prohibits self-incrimination and double jeopardy\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n6th\tProtects the right to a speedy public trial by jury, to notification of criminal accusations, to confront the accuser, to obtain witnesses and to retain counsel\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n7th\tProvides for the right to a jury trial in civil lawsuits\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n8th\tProhibits excessive fines and excessive bail, as well as cruel and unusual punishment\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n9th\tStates that rights not enumerated in the Constitution are retained by the people\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n10th\tStates that the federal government possesses only those powers delegated, or enumerated, to it through the Constitution, and that all other powers are reserved to the States, or to the people.\tSeptember 25, 1789\tDecember 15, 1791\t2 years, 81 days\n11th\tMakes states immune from suits from out-of-state citizens and foreigners not living within the state borders; lays the foundation for state sovereign immunity\tMarch 4, 1794\tFebruary 7, 1795\t340 days\n12th\tRevises presidential election procedures by having the president and vice president elected together as opposed to the vice president being the runner up in the presidential election\tDecember 9, 1803\tJune 15, 1804\t189 days\n13th\tAbolishes slavery, and involuntary servitude, except as punishment for a crime\tJanuary 31, 1865\tDecember 6, 1865\t309 days\n14th\tDefines citizenship, contains the Privileges or Immunities Clause, the Due Process Clause, and the Equal Protection Clause, and deals with post–Civil War issues\tJune 13, 1866\tJuly 9, 1868\t2 years, 26 days\n15th\tProhibits the denial of the right to vote based on race, color or previous condition of servitude\tFebruary 26, 1869\tFebruary 3, 1870\t342 days\n16th\tPermits Congress to levy an income tax without apportioning it among the various states or basing it on the United States Census\tJuly 12, 1909\tFebruary 3, 1913\t3 years, 206 days\n17th\tEstablishes the direct election of United States senators by popular vote\tMay 13, 1912\tApril 8, 1913\t330 days\n18th\tProhibited the manufacturing or sale of alcohol within the United States\n(Repealed December 5, 1933, via the 21st Amendment)\tDecember 18, 1917\tJanuary 16, 1919\t1 year, 29 days\n19th\tProhibits the denial of the right to vote based on sex\tJune 4, 1919\tAugust 18, 1920\t1 year, 75 days\n20th\tChanges the dates on which the terms of the president and vice president, and of members of Congress, begin and end, to January 20 and January 3 respectively. States that if the president-elect dies before taking office, the vice president–elect is to be inaugurated as President.\tMarch 2, 1932\tJanuary 23, 1933\t327 days\n21st\tRepeals the 18th Amendment and makes it a federal offense to transport or import intoxicating liquors into U.S. states and territories where such is prohibited by law\tFebruary 20, 1933\tDecember 5, 1933\t288 days\n22nd\tLimits the number of times a person can be elected president.\tMarch 21, 1947\tFebruary 27, 1951\t3 years, 343 days\n23rd\tGrants the District of Columbia electors in the Electoral College\tJune 16, 1960\tMarch 29, 1961\t286 days\n24th\tProhibits the revocation of voting rights due to the non-payment of a poll tax or any other tax\tSeptember 14, 1962\tJanuary 23, 1964\t1 year, 131 days\n25th\tAddresses succession to the presidency and establishes procedures both for filling a vacancy in the office of the vice president and responding to presidential disabilities\tJuly 6, 1965\tFebruary 10, 1967\t1 year, 219 days\n26th\tProhibits the denial of the right of US citizens, 18 years of age or older, to vote on account of age\tMarch 23, 1971\tJuly 1, 1971\t100 days\n27th\tDelays laws affecting Congressional salary from taking effect until after the next election of representatives\tSeptember 25, 1789\tMay 7, 1992\t202 years, 223 days'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The Second Amendment (Amendment II) to the US Constitution protects the right to keep and bear arms.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
7507,open_qa,Name some of the bravolebrities from Southern Charm,,"Austen Kroll, Craig Conover, Kathryn Dennis, Leva Bonaparte, Madison LeCroy, Marcie Hobbs, Naomie Olindo, Olivia Flowers, Patricia Altschul, Shep Rose, Taylor Ann Green and Venita Aspen","{'user_id': array([None], dtype=object), 'value': array(['Name some of the bravolebrities from Southern Charm'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Austen Kroll, Craig Conover, Kathryn Dennis, Leva Bonaparte, Madison LeCroy, Marcie Hobbs, Naomie Olindo, Olivia Flowers, Patricia Altschul, Shep Rose, Taylor Ann Green and Venita Aspen'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
8121,information_extraction,Extract all of the names of people mentioned in this paragraph and list them using bullets in the format {Name},"After becoming a major success by the early 1940s, the company diversified into live-action films, television, and theme parks in the 1950s. Following Walt Disney's death in 1966, the company's profits, especially in the animation division, began to decline. Once Disney's shareholders voted Michael Eisner as the head of the company in 1984, it became overwhelmingly successful during a period called the Disney Renaissance. In 2005, under new CEO Bob Iger, the company started to expand and acquire other corporations. Bob Chapek became the head of Disney in 2020 after Iger's retirement. Chapek was ousted in 2022 and Iger was reinstated as CEO.","• Walt Disney
• Michael Eisner
• Bob Iger
• Bob Chapek","{'user_id': array([None], dtype=object), 'value': array(['Extract all of the names of people mentioned in this paragraph and list them using bullets in the format {Name}'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""After becoming a major success by the early 1940s, the company diversified into live-action films, television, and theme parks in the 1950s. Following Walt Disney's death in 1966, the company's profits, especially in the animation division, began to decline. Once Disney's shareholders voted Michael Eisner as the head of the company in 1984, it became overwhelmingly successful during a period called the Disney Renaissance. In 2005, under new CEO Bob Iger, the company started to expand and acquire other corporations. Bob Chapek became the head of Disney in 2020 after Iger's retirement. Chapek was ousted in 2022 and Iger was reinstated as CEO.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['• Walt Disney\n• Michael Eisner\n• Bob Iger\n• Bob Chapek'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
14373,summarization,What kind of car was The Zuk,"The Żuk (pl. beetle) was a van and light truck produced in Lublin, Poland, between 1958 and 1998 by FSC. It was based on FSO Warszawa, which in turn was licensed from the Soviet passenger car GAZ-M20 Pobeda. The chassis, suspension and engine from FSO Warszawa formed the basis of the Żuk and the Nysa light vans designed in the late 1950s. About 587818 were manufactured.

The Żuk was mainly sold to state organizations, but also to individuals. After 1989, with the liberalization of the Polish economy, the Żuk was able to maintain sales to the traditional markets and expand the number sold to individual consumers. The final few years of production was in parallel to its successor, the Lublin van, as a cheaper alternative.","The Zuk (pl. beetle) was a van and light truck produced in Lublin, Poland, between 1958 and 1998 by FSC. It was based on FSO Warszawa, which in turn was licensed from the Soviet passenger car GAZ-M20 Pobeda. The chassis, suspension and engine from FSO Warszawa formed the basis of the Zuk and the Nysa light vans designed in the late 1950s. About 587818 were manufactured.

The Zuk was mainly sold to state organizations, but also to individuals. After 1989, with the liberalization of the Polish economy, the Zuk was able to maintain sales to the traditional markets and expand the number sold to individual consumers. The final few years of production was in parallel to its successor, the Lublin van, as a cheaper alternative.","{'user_id': array([None], dtype=object), 'value': array(['What kind of car was The Zuk'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The Żuk (pl. beetle) was a van and light truck produced in Lublin, Poland, between 1958 and 1998 by FSC. It was based on FSO Warszawa, which in turn was licensed from the Soviet passenger car GAZ-M20 Pobeda. The chassis, suspension and engine from FSO Warszawa formed the basis of the Żuk and the Nysa light vans designed in the late 1950s. About 587818 were manufactured.\n\nThe Żuk was mainly sold to state organizations, but also to individuals. After 1989, with the liberalization of the Polish economy, the Żuk was able to maintain sales to the traditional markets and expand the number sold to individual consumers. The final few years of production was in parallel to its successor, the Lublin van, as a cheaper alternative.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The Zuk (pl. beetle) was a van and light truck produced in Lublin, Poland, between 1958 and 1998 by FSC. It was based on FSO Warszawa, which in turn was licensed from the Soviet passenger car GAZ-M20 Pobeda. The chassis, suspension and engine from FSO Warszawa formed the basis of the Zuk and the Nysa light vans designed in the late 1950s. About 587818 were manufactured.\n\nThe Zuk was mainly sold to state organizations, but also to individuals. After 1989, with the liberalization of the Polish economy, the Zuk was able to maintain sales to the traditional markets and expand the number sold to individual consumers. The final few years of production was in parallel to its successor, the Lublin van, as a cheaper alternative.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
12687,information_extraction,Extract why Jerry Rice is the greatest wide receiver of all time.,"Nicknamed ""World"" because of his superb catching ability, his accomplishments and numerous records, Rice is widely regarded as the greatest wide receiver in NFL history and one of the greatest players of all time.[2][3][4] His biography on the official Pro Football Hall of Fame website names him: ""the most prolific wide receiver in NFL history with staggering career totals"".[5] In 1999, The Sporting News listed Rice second behind Jim Brown on its list of ""Football's 100 Greatest Players"".[6] In 2010, he was chosen by NFL Network's NFL Films production The Top 100: NFL's Greatest Players as the greatest player in NFL history.[7]","Jerry Rice holds numerous NFL receiving records. His 197 career touchdown receptions are 41 scores more than the second place of 156 touchdown receptions by Randy Moss; his 208 total touchdowns (197 receiving, ten rushing, and one fumble recovery) are 33 scores ahead of Emmitt Smith's second-place total of 175. His 22,895 career receiving yards are 5,403 yards ahead of the second-place Larry Fitzgerald. His 1,256 career points scored make him the highest-scoring non-kicker in NFL history.  Many of these records are considered by sports analysts to be unbreakable. During a career spanning two decades, Rice averaged 75.6 receiving yards per game.","{'user_id': array([None], dtype=object), 'value': array(['Extract why Jerry Rice is the greatest wide receiver of all time.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Nicknamed ""World"" because of his superb catching ability, his accomplishments and numerous records, Rice is widely regarded as the greatest wide receiver in NFL history and one of the greatest players of all time. His biography on the official Pro Football Hall of Fame website names him: ""the most prolific wide receiver in NFL history with staggering career totals"". In 1999, The Sporting News listed Rice second behind Jim Brown on its list of ""Football\'s 100 Greatest Players"". In 2010, he was chosen by NFL Network\'s NFL Films production The Top 100: NFL\'s Greatest Players as the greatest player in NFL history.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""Jerry Rice holds numerous NFL receiving records. His 197 career touchdown receptions are 41 scores more than the second place of 156 touchdown receptions by Randy Moss; his 208 total touchdowns (197 receiving, ten rushing, and one fumble recovery) are 33 scores ahead of Emmitt Smith's second-place total of 175. His 22,895 career receiving yards are 5,403 yards ahead of the second-place Larry Fitzgerald. His 1,256 career points scored make him the highest-scoring non-kicker in NFL history.  Many of these records are considered by sports analysts to be unbreakable. During a career spanning two decades, Rice averaged 75.6 receiving yards per game.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
13574,general_qa,Write a review of Ian Bank's The Player of Games,,"Loved the story, the journey and the ultimate realization at the end.
The protagonist is such an vivid personality, and Banks does a great job developing his thoughts and emotions.
Loved the overall story telling, and the subtle hints throughout the story of the final ending.","{'user_id': array([None], dtype=object), 'value': array([""Write a review of Ian Bank's The Player of Games""], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Loved the story, the journey and the ultimate realization at the end.\nThe protagonist is such an vivid personality, and Banks does a great job developing his thoughts and emotions.\nLoved the overall story telling, and the subtle hints throughout the story of the final ending.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
7038,information_extraction,Extract the names of the trophies given to the French Open singles champions and provide them in a bulleted list.,"French Open

The trophies have been awarded to the winners since 1953 and are manufactured by Mellerio dits Meller, a famous Parisian jewelry house. They are all made of pure silver with finely etched decorations on their side. Each new singles winner gets his or her name written on the base of the trophy. Winners receive custom-made pure silver replicas of the trophies they have won.[41] They are usually presented by the President of the French Tennis Federation (FFT).

The trophy awarded to the winner of the men's singles is called the Coupe des Mousquetaires (The Musketeers' Cup). It is named in honor of the ""Four Musketeers"". The trophy weighs 14 kg, is 40 cm high and 19 cm wide.[42] The current design was created in 1981 by the Mellerio dit Meller. Each winner gets a smaller-size replica and the original remains property of the FFT at all times.[43]

The trophy awarded to the winner of the women's singles is called the Coupe Suzanne Lenglen (Suzanne Lenglen Cup) since 1979. The current cup was awarded for the first time in 1986. It is, with a few details, a replica of a cup offered at the time by the city of Nice to Suzanne Lenglen. This trophy, donated by Suzanne Lenglen's family to the Musée National du Sport, was awarded between 1979 and 1985 to every winner until the FFT made a copy. Each winner receives a smaller-size replica and the original remains property of the FFT at all times.[43]","- Coupe des Mousquetaires (The Musketeers' Cup)
- Coupe Suzanne Lenglen (Suzanne Lenglen Cup)","{'user_id': array([None], dtype=object), 'value': array(['Extract the names of the trophies given to the French Open singles champions and provide them in a bulleted list.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['French Open\n\nThe trophies have been awarded to the winners since 1953 and are manufactured by Mellerio dits Meller, a famous Parisian jewelry house. They are all made of pure silver with finely etched decorations on their side. Each new singles winner gets his or her name written on the base of the trophy. Winners receive custom-made pure silver replicas of the trophies they have won. They are usually presented by the President of the French Tennis Federation (FFT).\n\nThe trophy awarded to the winner of the men\'s singles is called the Coupe des Mousquetaires (The Musketeers\' Cup). It is named in honor of the ""Four Musketeers"". The trophy weighs 14 kg, is 40 cm high and 19 cm wide. The current design was created in 1981 by the Mellerio dit Meller. Each winner gets a smaller-size replica and the original remains property of the FFT at all times.\n\nThe trophy awarded to the winner of the women\'s singles is called the Coupe Suzanne Lenglen (Suzanne Lenglen Cup) since 1979. The current cup was awarded for the first time in 1986. It is, with a few details, a replica of a cup offered at the time by the city of Nice to Suzanne Lenglen. This trophy, donated by Suzanne Lenglen\'s family to the Musée National du Sport, was awarded between 1979 and 1985 to every winner until the FFT made a copy. Each winner receives a smaller-size replica and the original remains property of the FFT at all times.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""- Coupe des Mousquetaires (The Musketeers' Cup)\n- Coupe Suzanne Lenglen (Suzanne Lenglen Cup)""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
11095,closed_qa,"Given this text, who was Mclaren's number-one driver in 1988","In 1988, due to the relationship he had built up with Honda throughout the 1987 season with Lotus, and with the approval of McLaren's number-one driver and then-double world champion, Alain Prost, Senna joined the McLaren team.[54] The foundation for a fierce competition between Senna and Prost was laid, culminating in a number of dramatic race incidents between the two over the next five years.[55] However, the experienced pair also quickly realized, despite their personal rivalry, they had to work together, especially in testing, to keep ahead of their main opposition from Ferrari, Williams, Benetton and Lotus.","In 1988, according to this text Alain Prost was McLaren's number one driver","{'user_id': array([None], dtype=object), 'value': array([""Given this text, who was Mclaren's number-one driver in 1988""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""In 1988, due to the relationship he had built up with Honda throughout the 1987 season with Lotus, and with the approval of McLaren's number-one driver and then-double world champion, Alain Prost, Senna joined the McLaren team. The foundation for a fierce competition between Senna and Prost was laid, culminating in a number of dramatic race incidents between the two over the next five years. However, the experienced pair also quickly realized, despite their personal rivalry, they had to work together, especially in testing, to keep ahead of their main opposition from Ferrari, Williams, Benetton and Lotus.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""In 1988, according to this text Alain Prost was McLaren's number one driver""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
4767,closed_qa,"Given this paragraph about the JW Marriott building in Downtown Houston, what was the framing made of and how tall was it?","Samuel Fain Carter, the founder of Lumberman's Bank in Houston, commissioned the architecture firm of Sanguinet and Staats to design a sixteen-floor, steel-framed building on Main Street at the corner of Rusk Street in Houston. The Fort Worth-based Sanguinet and Staats had already been building skyscrapers in various cities in Texas, and was building a reputation for this type of structure.In 1909, the building had an estimated cost of $650,000. Carter planned to finance construction through issues of equity and debt, stipulating that he would restrict bonds to $400,000 in value. The Rice Institute agreed to purchase up to $200,000 in bonds.",The building used steel framing and was 16 floors.,"{'user_id': array([None], dtype=object), 'value': array(['Given this paragraph about the JW Marriott building in Downtown Houston, what was the framing made of and how tall was it?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""Samuel Fain Carter, the founder of Lumberman's Bank in Houston, commissioned the architecture firm of Sanguinet and Staats to design a sixteen-floor, steel-framed building on Main Street at the corner of Rusk Street in Houston. The Fort Worth-based Sanguinet and Staats had already been building skyscrapers in various cities in Texas, and was building a reputation for this type of structure.In 1909, the building had an estimated cost of $650,000. Carter planned to finance construction through issues of equity and debt, stipulating that he would restrict bonds to $400,000 in value. The Rice Institute agreed to purchase up to $200,000 in bonds.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The building used steel framing and was 16 floors.'], dtype=object), 'status': array(['submitted'], dtype=object)}",
8692,creative_writing,Draft an e-mail to a resort inquiring about information regarding a vow renewal celebration for my wife and me.,,"Hi Jane,

I am reaching out to obtain information about hosting a vow renewal celebration at your resort. You were listed as an event POC on the resort's website, please connect me with another colleague if you are not the right contact.

I outlined preliminary details below as a starting point for our discussion.
- Guest information
     - Tentative dates: July 11-16, 2022
     - Group size: 20-30
     - Group ages: 1 years old to elderly 

- Event(s):
     - Main Event: Vow Renewal/Celebration
          - My wife and I would like to have a vow renewal ceremony with dinner and dancing afterward. This will be largely a family gathering and I want it to be relaxed and memorable. 
          - We would like the vow renewal ceremony to take place outside and we are flexible on the dinner/dancing space.  
          - We would like the event to take place during the middle of stay (i.e., July 14).
     - Potential Additional Events: Welcome Party & Group Activity
          - We would like to block an area for ""welcome drinks"" one night and do a group activity one day (e.g., tennis tournament, chartering a boat).

Are you able to share any information around pricing for this group and hosting a private event?

Please let me know if you have any questions. Ideally you will provide preliminary information for me to review and then we can schedule a call for detailed questions. I'm looking forward to hearing from you soon.

Thank you,

John","{'user_id': array([None], dtype=object), 'value': array(['Draft an e-mail to a resort inquiring about information regarding a vow renewal celebration for my wife and me.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Hi Jane,\n\nI am reaching out to obtain information about hosting a vow renewal celebration at your resort. You were listed as an event POC on the resort\'s website, please connect me with another colleague if you are not the right contact.\n\nI outlined preliminary details below as a starting point for our discussion.\n- Guest information\n     - Tentative dates: July 11-16, 2022\n     - Group size: 20-30\n     - Group ages: 1 years old to elderly \n\n- Event(s):\n     - Main Event: Vow Renewal/Celebration\n          - My wife and I would like to have a vow renewal ceremony with dinner and dancing afterward. This will be largely a family gathering and I want it to be relaxed and memorable. \n          - We would like the vow renewal ceremony to take place outside and we are flexible on the dinner/dancing space.  \n          - We would like the event to take place during the middle of stay (i.e., July 14).\n     - Potential Additional Events: Welcome Party & Group Activity\n          - We would like to block an area for ""welcome drinks"" one night and do a group activity one day (e.g., tennis tournament, chartering a boat).\n\nAre you able to share any information around pricing for this group and hosting a private event?\n\nPlease let me know if you have any questions. Ideally you will provide preliminary information for me to review and then we can schedule a call for detailed questions. I\'m looking forward to hearing from you soon.\n\nThank you,\n\nJohn'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
12339,open_qa,What is John Ellis water and the bond angle of water?,,"Traditional tap and purified water has a hydrogen bond angle of 104 - 104.5 degrees.  John Ellis water takes standard tap or purified water and changes the hydrogen bond angle of it from 104 degrees to 113 - 114 degrees.  Changing the bond angle is done using multi-pass distillation by rapidly heating and cooling the water inside the boiling chamber.

Water consumed with a bond angle above 108° degrees eliminates the effect of potential pathogens in our food supply (e.g. bacterium, viruses, or other microorganisms that can cause disease) from affecting our bodies because more oxygen from the water mixes with the superior blood flow to all the extremities of our body.  The larger bond angle enables our bodies to use more of the oxygen present in the water.","{'user_id': array([None], dtype=object), 'value': array(['What is John Ellis water and the bond angle of water?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Traditional tap and purified water has a hydrogen bond angle of 104 - 104.5 degrees.  John Ellis water takes standard tap or purified water and changes the hydrogen bond angle of it from 104 degrees to 113 - 114 degrees.  Changing the bond angle is done using multi-pass distillation by rapidly heating and cooling the water inside the boiling chamber.\n\nWater consumed with a bond angle above 108° degrees eliminates the effect of potential pathogens in our food supply (e.g. bacterium, viruses, or other microorganisms that can cause disease) from affecting our bodies because more oxygen from the water mixes with the superior blood flow to all the extremities of our body.  The larger bond angle enables our bodies to use more of the oxygen present in the water.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
